tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,time
-15.4,-22.3,-8.5,6.4,370,345,18.9,54,1020.9,,01-01-2019
-19.3,-27.4,-11.2,0.4,370,152,11.1,,1023.2,,02-01-2019
-6.1,-11.3,-0.8,4,390,214,13.8,46,1008.6,,03-01-2019
-0.5,-1.7,0.8,0,400,234,14.5,41,1003.7,,04-01-2019
-3.3,-5.8,-0.8,0.4,370,,7.8,,1006.1,,05-01-2019
-10.8,-19.2,-2.3,0.8,320,6,19,45,1024.9,,06-01-2019
-11.2,-16.9,-5.4,10.8,320,119,22.6,50,1021.4,,07-01-2019
-2.5,-6.7,1.7,1.8,400,208,11.6,32,1002.7,,08-01-2019
-7.9,-13.6,-2.2,1.5,390,320,24.3,63,1008.6,,09-01-2019
-18.1,-22.6,-13.6,0.2,400,341,23,54,1022.9,,10-01-2019
-19,-23.7,-14.3,0,390,297,11.8,,1031,,11-01-2019
-19.1,-24.1,-14,0,390,14,10.2,,1036.8,,12-01-2019
-19.9,-25.5,-14.2,0,390,47,8.9,,1035.1,,13-01-2019
-11.6,-19,-4.1,0.2,390,231,11.1,,1023.8,,14-01-2019
-5,-8.1,-1.9,0.9,400,139,17.5,50,1014.8,,15-01-2019
-13.5,-24.9,-2,1.8,410,304,17.7,63,1017.9,,16-01-2019
-18.4,-26.1,-10.7,2.8,410,174,12.1,,1023.5,,17-01-2019
-19.6,-28.9,-10.3,0.6,460,342,13.9,46,1019.8,,18-01-2019
-28.1,-31,-23.9,0,460,36,18.7,33,1030.2,,19-01-2019
-27.1,-30.9,-23.2,0,460,6,29.1,54,1025.2,,20-01-2019
-23.6,-31.3,-15.9,0,460,322,12.4,,1032,,21-01-2019
-16.1,-23,-9,2.8,290,158,18.2,41,1028.5,,22-01-2019
-9.3,-11.6,-6.9,17.6,340,58,15.1,37,1008.3,,23-01-2019
-10.4,-12.5,-8.2,1.4,480,16,12.3,,1004.5,,24-01-2019
-21,-29.5,-12.5,3.4,530,350,15.8,46,1011.1,,25-01-2019
-25.3,-34.6,-16,2.4,480,99,11.1,,1019.8,,26-01-2019
-24,-34.1,-13.8,3.4,560,291,16.6,37,1012,,27-01-2019
-30.2,-37.1,-23.3,4,560,30,19.1,50,1021.7,,28-01-2019
-19.3,-23.4,-15.1,5.6,630,88,17.3,41,1004.8,,29-01-2019
-23.4,-30.3,-16.5,0.8,660,237,16.3,39,1004.3,,30-01-2019
-24.8,-32,-17.6,0,660,265,11.9,33,1018.9,,31-01-2019
-20,-26.5,-13.4,0,660,236,13.9,48,1025.2,,01-02-2019
-9.7,-14.6,-4.7,9.4,750,250,19.2,39,1015.5,,02-02-2019
-11.3,-15.3,-7.3,0.6,700,56,13.1,,1012.6,,03-02-2019
-9.8,-12.8,-6.8,7.2,670,33,20.3,39,1009.9,,04-02-2019
-15.9,-18.8,-12.9,0.6,660,9,19,35,1020.8,,05-02-2019
-16,-17.6,-14.4,3.6,660,40,20.5,39,1022.9,,06-02-2019
-8.1,-16.9,0.7,8.2,690,49,19.8,46,1014.7,,07-02-2019
-7.6,-16.2,1,1.8,660,257,29.9,78,1008.2,,08-02-2019
-16,-22.1,-9.9,0,630,261,14.8,33,1037.3,,09-02-2019
-11.6,-15.7,-7.4,0,620,240,7.9,31,1034,,10-02-2019
-14.6,-19.5,-9.7,0,600,39,17.1,32,1032.4,,11-02-2019
-15.2,-19.4,-10.9,10,600,60,28.5,58,1019.4,,12-02-2019
-11.5,-15.7,-7.2,4.6,770,340,18.1,35,997.8,,13-02-2019
-11.8,-18.4,-5.1,4.8,800,101,13,32,1009.8,,14-02-2019
-6.5,-11.2,-1.7,11.4,940,52,21.7,50,996.3,,15-02-2019
-13.8,-17.8,-9.7,0,1020,340,15.6,48,1017.7,,16-02-2019
-17.4,-24.4,-10.4,0,1020,32,10.9,,1022.4,,17-02-2019
-15.9,-20.1,-11.7,0,1020,359,15.9,39,1025.3,,18-02-2019
-17,-24.5,-9.4,0,1020,249,11.9,,1034.9,,19-02-2019
-11.7,-17.1,-6.3,5.6,1020,136,15.4,41,1024.2,,20-02-2019
-4.7,-8,-1.3,3,990,277,15,41,1011.2,,21-02-2019
-5.2,-8.1,-2.3,0.2,1020,273,8.1,,1029.1,,22-02-2019
-4.3,-7.1,-1.4,0,980,139,11.4,37,1025.7,,23-02-2019
-2.3,-5.9,1.4,8.8,950,152,29.1,68,987.7,,24-02-2019
-13.3,-20.6,-5.9,0,970,302,29.9,80,1010.1,,25-02-2019
-19.7,-25.1,-14.3,0,970,288,11.1,35,1032.2,,26-02-2019
-17,-21,-12.9,0.6,970,152,6.8,,1026.8,,27-02-2019
-15,-22.2,-7.8,0.2,950,222,13.7,35,1023.4,,28-02-2019
-9.3,-15.7,-2.9,0,950,199,13.2,33,1022.2,,01-03-2019
-8.8,-13.3,-4.3,2.2,930,,9.4,,1020.7,,02-03-2019
-13.2,-17.5,-8.8,0.6,980,271,9.9,,1018.4,,03-03-2019
-18.7,-24.4,-13,0,980,260,11.6,37,1014.7,,04-03-2019
-17.1,-21.8,-12.3,1.8,980,234,9.4,,1012,,05-03-2019
-19.1,-25.8,-12.3,0,1000,266,10.5,,1019,,06-03-2019
-16.2,-23.6,-8.7,0,1000,266,15.4,39,1022.5,,07-03-2019
-11.3,-19.6,-3,0,1000,230,18.1,46,1021.2,,08-03-2019
-8.6,-17,-0.2,0,680,102,16.8,48,1023.2,,09-03-2019
-2.3,-5.3,0.7,13.6,700,154,29.1,55,1000.5,,10-03-2019
-4.4,-7.8,-0.9,6.3,730,286,19.7,48,1013.1,,11-03-2019
-5.9,-11.3,-0.5,0,740,239,15.7,45,1023.3,,12-03-2019
-2.8,-6.1,0.5,5.5,730,,,41,,,13-03-2019
2.8,-0.4,6,9.4,700,145,21.3,54,1007.3,,14-03-2019
-1.2,-8.3,5.9,3.3,630,226,27.5,59,996.9,,15-03-2019
-8.5,-10.6,-6.4,0,640,307,19,39,,,16-03-2019
-6.8,-11.3,-2.2,0,640,292,13,37,1022,,17-03-2019
-9.3,-16.1,-2.5,0,640,149,9.7,,1025.3,,18-03-2019
-2.3,-7.1,2.5,0,600,228,15.4,39,1026.2,,19-03-2019
0.6,-3.5,4.7,0.4,600,194,20.5,41,1018.1,,20-03-2019
1.1,-0.2,2.4,0.2,600,211,14.1,35,1011.8,,21-03-2019
-6,-11.9,0,0,500,347,28.8,71,1011.1,,22-03-2019
-6.6,-15.1,1.9,0,500,270,20.5,48,1019.4,,23-03-2019
-4.9,-9.2,-0.5,0,500,325,15.5,42,1018.9,,24-03-2019
-6.5,-13.7,0.7,0,670,304,15.9,46,1023.2,,25-03-2019
-5.7,-13.4,2,0,660,267,12.8,37,1028.7,,26-03-2019
-1.7,-8.2,4.8,0.8,460,198,23.9,63,1024.5,,27-03-2019
2.6,-3.1,8.3,0,650,228,22.9,48,1012.1,,28-03-2019
-1.9,-5.1,1.4,0,400,65,10.9,,1020.1,,29-03-2019
-1.8,-5,2,0,390,57,10.1,35,1013.1,,30-03-2019
-5.9,-9.6,-2.1,0,620,351,21.2,46,1015.3,,31-03-2019
-5.5,-12.2,1.2,0,380,238,20.5,50,1021.1,,01-04-2019
-0.9,-3,1.2,6.8,400,190,24.6,42,1013.6,,02-04-2019
-2.9,-7.3,1.5,1.2,410,257,28.5,71,1011.8,,03-04-2019
-4.8,-10.4,0.8,0,350,280,13.3,41,1030.6,,04-04-2019
-3.4,-7.5,0.8,0.7,340,186,15.7,37,1024.1,,05-04-2019
2.5,-1,6,0,320,236,11.1,,1021.4,,06-04-2019
1.7,0.7,2.6,14.6,320,76,17.1,39,1021.2,,07-04-2019
2.9,0.3,5.5,8,280,80,15.7,39,1007.7,,08-04-2019
-0.4,-2.9,2.1,2.4,280,17,16.5,35,1005.9,,09-04-2019
-2.9,-6.3,0.6,0,250,24,20.6,45,1019.3,,10-04-2019
-3.6,-7.9,0.7,0,200,37,17.9,41,1026,,11-04-2019
3.5,-0.3,7.2,6,180,120,21.9,55,1010.2,,12-04-2019
1.3,-0.7,3.2,0,160,225,22,55,1011.8,,13-04-2019
1,-2.5,4.5,3.2,300,17,18.8,54,1013.6,,14-04-2019
1.6,-2.6,5.7,0.2,210,356,26.2,55,1006.5,,15-04-2019
2.1,-4.6,8.8,0,470,,5.7,,1017.5,,16-04-2019
4.6,-2.6,11.7,3.6,80,,8.6,,1019.3,,17-04-2019
3.7,1.1,6.2,12.6,40,84,18.7,50,1002.9,,18-04-2019
2.2,1,4,0,20,26,22.3,45,1010.8,,19-04-2019
5.8,-1,12.5,0,300,33,19.6,37,1011.9,,20-04-2019
8.1,2.7,14,0,210,,7.5,,1015.5,,21-04-2019
5.3,3,7.5,0.8,150,52,18.6,35,1023.1,,22-04-2019
5.1,1.2,9,9.5,30,58,20.4,54,1009.4,,23-04-2019
4.3,0.9,7.7,0,,359,18.2,46,1012.8,,24-04-2019
7.9,1.4,14.3,0.7,,190,18.2,39,1010.3,,25-04-2019
3.4,-1,7.8,12.3,,15,15.5,52,999.6,,26-04-2019
0.5,-3.5,4.5,1,20,326,26.4,67,1003.7,,27-04-2019
1.5,-4.4,7.3,0,,327,14.7,42,1020,,28-04-2019
2.3,-2.5,7,1.2,,148,11.2,,1027.4,,29-04-2019
4.6,-0.6,9.8,0,,32,17.3,37,1028.9,,30-04-2019
0.4,-1.3,2.1,8.8,20,57,28.7,63,1026.2,,01-05-2019
1.7,-0.9,4.3,2.1,60,67,12.5,33,1022.7,,02-05-2019
7.2,1.4,13,0,50,8,12.6,35,1019,,03-05-2019
8.8,1.3,16.3,0,,166,13.3,39,1015.4,,04-05-2019
10,1.4,18.6,0.2,,219,15.4,45,1011.3,,05-05-2019
7.5,3.8,11.2,4.2,,318,8.9,32,1014.9,,06-05-2019
5.8,0.8,10.8,0,,24,17.6,39,1023.6,,07-05-2019
5.8,-2.1,13.6,0,,63,12.9,50,1028.8,,08-05-2019
5.8,2.7,8.9,19.4,,112,23.9,67,1014.5,,09-05-2019
5.7,2.3,9,0,,285,17.1,41,1010.6,,10-05-2019
6.1,-0.4,12.6,0,,347,10.2,32,1020.5,,11-05-2019
9.3,2.5,16,0,,91,15.6,45,1016.3,,12-05-2019
9.3,6.2,12.3,0,,75,10.7,,1012.7,,13-05-2019
12.6,4.7,20.4,0,,,10.9,33,1012,,14-05-2019
9.7,3.4,16,1,,342,17.4,46,1010.4,,15-05-2019
4.3,0,8.6,5.8,,98,11.8,32,1011.6,,16-05-2019
7.8,1.9,13.6,0,,341,17.7,45,1009.6,,17-05-2019
6.3,1,11,1.5,,53,9.5,33,1018,,18-05-2019
6.3,4.7,7.9,19,,45,24,50,1011.7,,19-05-2019
6.7,3.6,9.7,2.6,,357,23.2,46,1007.9,,20-05-2019
10.7,2.8,18.5,0,,345,13.8,41,1020,,21-05-2019
10.7,4.1,17.2,0.6,,113,15.1,45,1022.1,,22-05-2019
12.4,7.9,16.8,18.6,,190,17.8,42,1010.7,,23-05-2019
13.6,9.1,18,0,,33,14,37,1019.3,,24-05-2019
13,9.5,16.4,11.8,,185,17.9,45,1011.4,,25-05-2019
14.8,8.5,21.1,0.2,,317,15.9,41,1013.7,,26-05-2019
9.6,5.3,13.8,0,,39,14.6,39,1019.4,,27-05-2019
11.6,7.4,15.7,1.2,,116,10.1,,1010.5,,28-05-2019
13.9,7.9,19.8,0,,230,20.6,59,1005.5,,29-05-2019
13.8,6.3,21.3,0,,294,17.7,48,1004,,30-05-2019
8.4,2.9,13.8,0,,212,9.5,,1010.7,,31-05-2019
11.8,3.8,19.7,0,,20,11.9,37,1009,,01-06-2019
9.8,4,15.5,0,,309,19.4,50,1006.4,,02-06-2019
9.8,4.4,15.2,0,,326,21.8,54,1013.9,,03-06-2019
6.8,2.8,10.8,0.6,,231,10,33,1014.2,,04-06-2019
11.3,7,18,0.4,,161,7.6,,1009.3,,05-06-2019
14.5,7,22.1,0,,32,13.5,35,1012.5,,06-06-2019
16.3,8.3,24.3,0,,15,13.1,35,1016.7,,07-06-2019
18.8,10.5,27,0,,175,11.8,32,1022.2,,08-06-2019
19.4,10.4,28.4,0,,176,16.2,46,1021.4,,09-06-2019
14.6,9.8,19.4,39.8,,179,19.6,46,1010.6,,10-06-2019
13.6,6.6,20.6,0,,286,15.1,33,1016.5,,11-06-2019
13,6.6,19.4,0.4,,191,13,37,1015.5,,12-06-2019
11.2,10.2,12.1,25.2,,12,19,52,1005.8,,13-06-2019
15.7,9.1,22.2,3.4,,277,23.7,59,1006.6,,14-06-2019
12.7,7.8,17.6,0.4,,282,19.4,39,1006.8,,15-06-2019
13.1,7,19.2,0,,4,10.4,,1013.9,,16-06-2019
16.5,8.7,23,0,,250,8.9,,1016.2,,17-06-2019
18.5,11.9,25,0,,231,10.6,32,1013.5,,18-06-2019
16.8,12.4,21.1,0,,26,12.6,,1009.8,,19-06-2019
16.7,11.4,21.9,0,,21,19.8,42,1007.7,,20-06-2019
16,10.5,21.4,0,,5,17.5,37,1014.3,,21-06-2019
17.1,9.5,24.6,0,,9,12.2,37,1020.2,,22-06-2019
18.2,9.4,27,0,,,8.2,39,1016.4,,23-06-2019
17.1,12.1,22.1,3.2,,133,13.1,41,1008.4,,24-06-2019
18.4,13.7,23.1,12.6,,204,21.3,50,1004,,25-06-2019
19.1,12.2,25.9,0,,226,17.5,45,1011.4,,26-06-2019
20.3,12.8,27.7,3.3,,228,12.9,48,1018.6,,27-06-2019
19.4,15.8,22.9,0,,237,11.5,41,1019.7,,28-06-2019
22.1,15.1,29,0,,292,15,42,1015.4,,29-06-2019
17.3,10.8,23.7,0,,26,13.6,37,1016.9,,30-06-2019
18.9,12,25.7,0,,225,13.7,37,1013.9,,01-07-2019
20.7,12.5,28.8,0,,257,8.9,,1010.4,,02-07-2019
22.6,14.4,30.8,0,,253,8.5,,1012.3,,03-07-2019
23.9,17,30.7,0,,205,14,41,1016.5,,04-07-2019
23.5,17.5,29.5,6,,231,12.5,52,1014.9,,05-07-2019
18.3,12.5,24,0,,13,17.2,48,1017.5,,06-07-2019
17.3,11.4,23.1,0,,56,11.1,,1020.1,,07-07-2019
18.8,10.4,27.1,0,,,8.4,,1017.8,,08-07-2019
20.5,12.2,28.8,0,,234,10.9,35,1017.6,,09-07-2019
20.2,13.4,27,9,,192,14.9,39,1014.1,,10-07-2019
19.2,13.2,25.1,2.2,,294,17.3,41,1007.7,,11-07-2019
18.4,11.1,25.6,0,,299,14.2,35,1011.3,,12-07-2019
20.2,13.5,26.9,0,,266,16.5,41,1010.3,,13-07-2019
18.5,11.2,25.7,0,,337,10.2,,1018.2,,14-07-2019
19.8,13.6,26,0,,221,15.3,39,1017.1,,15-07-2019
22.9,18,27.8,0,,213,20.7,48,1010,,16-07-2019
21.4,16.9,25.9,0,,17,16.4,39,1014.6,,17-07-2019
21.4,15.6,27.1,12.9,,147,16.5,41,1011.8,,18-07-2019
24.7,18.6,30.8,0,,239,15.2,48,1006.2,,19-07-2019
25,18.5,31.4,0,,245,14.1,46,1006.6,,20-07-2019
20.6,15,24,0,,338,12.4,32,1011.5,,21-07-2019
18.6,11.9,25.3,0,,345,9.2,,1014.1,,22-07-2019
16.4,8.8,24,0,,,8.8,32,1014.8,,23-07-2019
17.2,8.9,25.5,0,,255,11.6,42,1017.4,,24-07-2019
21.3,14.1,28.4,0,,263,10.7,32,1019.3,,25-07-2019
22,14.9,29.1,0,,211,15.5,42,1021.4,,26-07-2019
19.1,17.1,21.1,13.6,,187,23.1,55,1016.7,,27-07-2019
21.3,14.8,27.7,0,,246,11,37,1014.2,,28-07-2019
19.7,16,25,7.4,,199,16,54,1009.5,,29-07-2019
18.9,12.6,25.2,0,,269,12.7,37,1012,,30-07-2019
16.6,9.4,23.8,0,,352,10.2,42,1020.1,,31-07-2019
18,10.2,25.8,0,,264,9.1,,1021.9,,01-08-2019
19.3,10.8,27.8,0,,243,11.7,33,1019.7,,02-08-2019
18.2,12.7,23.7,0.6,,354,12.5,37,1017.4,,03-08-2019
16,7.8,24.1,0,,,8.1,,1018.3,,04-08-2019
20.2,12.9,27.4,0,,221,15.3,42,1012.5,,05-08-2019
21.9,17.3,26.4,0,,136,7.9,,1006.8,,06-08-2019
21.7,15.2,28.2,0,,187,10.4,33,1007.1,,07-08-2019
18.2,12.6,23.7,27.1,,275,11.3,59,1003,,08-08-2019
16.6,10.8,22.3,0.8,,285,14.9,52,1006.4,,09-08-2019
15.4,8.8,21.9,0,,293,12.7,39,1012.3,,10-08-2019
19,11,26.9,0,,247,15.2,41,1013.8,,11-08-2019
20.8,15,27,0,,316,9,,1011,,12-08-2019
16.2,11.1,21.2,0,,17,13.5,32,1012.5,,13-08-2019
15.5,9.3,21.6,0,,7,9.2,,1016.9,,14-08-2019
17.9,12.4,23.4,0,,175,10.3,,1017.5,,15-08-2019
17.2,9.4,24.9,0,,,9,33,1015.4,,16-08-2019
17.9,13.4,22.3,25.2,,141,9.2,,1012.4,,17-08-2019
21.6,15.9,27.3,0,,171,16.3,45,1011,,18-08-2019
19.1,13.2,25,0,,250,17.1,41,1012.2,,19-08-2019
19.6,11.7,27.5,0,,223,13.7,41,1015.6,,20-08-2019
17.5,9.4,25.6,4.8,,265,11.7,45,1010.3,,21-08-2019
13.4,8.3,18.5,0,,339,11.5,33,1015,,22-08-2019
12.5,7.5,17.4,0,,348,12.1,41,1022.7,,23-08-2019
14.6,7.4,21.8,0,,38,9.4,,1027.7,,24-08-2019
18.4,10.2,26.6,0,,114,9.3,32,1025.6,,25-08-2019
19,12.6,25.3,0,,156,16.8,41,1020.1,,26-08-2019
18.4,13.4,23.4,8.2,,167,21.5,48,1007.9,,27-08-2019
17.4,12.8,21.9,0.6,,205,20.1,59,1006.8,,28-08-2019
16.3,11.3,21.3,11.8,,224,19.8,46,1008.6,,29-08-2019
13,8.9,17,0,,268,13.5,45,1012.3,,30-08-2019
13.2,5.7,20.6,0,,276,8.9,33,1025.7,,31-08-2019
14.5,8,21,0,,207,12.3,35,1023.1,,01-09-2019
14.6,11.7,19,0.6,,323,10.7,33,1016.4,,02-09-2019
13.4,8.7,18.1,14.6,,121,19.4,50,1012.3,,03-09-2019
12.5,7.2,17.8,0,,307,17.5,42,1011.1,,04-09-2019
12,4.9,19.1,0,,260,8.6,,1020,,05-09-2019
14,11.2,16.8,2.8,,98,7.9,,1015.9,,06-09-2019
12.7,7.9,17.5,6.2,,307,11.6,50,1012.8,,07-09-2019
9.2,4.9,13.4,0,,357,14.1,42,1022,,08-09-2019
8.8,0.9,16.6,0,,,7.9,,1027.3,,09-09-2019
13.4,8.5,18.2,8.4,,168,19,45,1019.6,,10-09-2019
13.4,9.9,16.9,0,,11,17.9,37,1020.9,,11-09-2019
12.2,7.2,17.1,0,,43,20.9,42,1028,,12-09-2019
12.2,6.8,17.6,10.2,,128,22.4,54,1021.1,,13-09-2019
11.3,7,15.6,0.2,,247,21,52,1014.3,,14-09-2019
12.3,6.3,18.2,0,,248,8.7,,1020.7,,15-09-2019
15.1,9.5,20.6,0,,191,7.4,,1021.2,,16-09-2019
14.9,6.6,23.1,0,,244,9.3,,1023.3,,17-09-2019
17.6,12.7,22.4,0,,203,14.3,48,,,18-09-2019
18.1,13.2,22.9,0,,197,22,52,1021.7,,19-09-2019
18.7,13.1,24.2,0,,186,9.8,42,1021.7,,20-09-2019
18.9,11.5,26.2,0,,184,14.8,39,,,21-09-2019
18.1,16,20.1,29.2,,210,21.1,42,1009.5,,22-09-2019
14.9,11.3,18.4,13.4,,311,11.3,50,1007.2,,23-09-2019
13.2,9,17.4,0,,256,8.3,,1011.9,,24-09-2019
13.9,10.1,17.6,6,,187,19.1,65,1003.5,,25-09-2019
10.7,6.2,15.1,1,,257,12.9,45,1006.4,,26-09-2019
12.1,6.1,18.1,10.2,,190,17.9,63,1011.3,,27-09-2019
8.7,2.9,14.4,0,,351,12.7,35,1017.3,,28-09-2019
8.1,2.4,13.8,0,,75,8.7,,1030.8,,29-09-2019
11.1,7.4,14.7,14.4,,114,14.4,35,1022.9,,30-09-2019
14.5,7.4,21.6,0,,243,13.5,45,1010.8,,01-10-2019
6,3.8,8.2,0,,30,23.3,48,1019.9,,02-10-2019
4.6,3.3,5.9,3.4,,64,16.9,37,1020.6,,03-10-2019
5,1.5,8.5,0,,15,15.6,42,1028.7,,04-10-2019
6.2,0,12,0,,137,14,41,1027,,05-10-2019
11.7,7.3,16.1,1,,193,26.3,61,1011.2,,06-10-2019
9.2,3.1,15.3,0,,246,17.6,71,1015.1,,07-10-2019
8.5,0.9,16.1,0,,221,11.5,,1025.7,,08-10-2019
11.2,4.6,17.8,0,,144,16.2,,1027.4,,09-10-2019
11.1,4.4,17.7,0,,118,14.5,32,1027.3,,10-10-2019
13.5,5.3,21.6,0,,134,21.1,52,1020.1,,11-10-2019
8.4,3,13.7,10.4,,183,20.5,48,1010.9,,12-10-2019
5,3,8,13.2,,182,22.6,63,1008.2,,13-10-2019
4.2,0.1,8.3,0.6,,232,14.7,46,1010.5,,14-10-2019
4.5,-0.8,9.7,6.8,,207,11.3,37,1015.8,,15-10-2019
5,3,6,32,,43,26.9,63,1003.9,,16-10-2019
3.6,1,6.2,0,,351,25.5,58,1008.1,,17-10-2019
3.2,-0.8,7.2,0,,8,11.3,33,1017,,18-10-2019
5.3,-0.6,11.2,0,,158,15.1,35,1016.3,,19-10-2019
7.5,4,11,0,,177,11.4,,1013.6,,20-10-2019
7.7,3.1,12.3,5,,79,19.1,54,1017.2,,21-10-2019
10.8,7.3,14.3,8.6,,169,30.2,65,1002.2,,22-10-2019
5,2.6,7.4,1,,215,23.1,46,1005.4,,23-10-2019
5.1,3,9,1.8,,253,13.7,41,1018.5,,24-10-2019
2.4,-2.2,7,0,,,8.5,39,1024.7,,25-10-2019
3.4,-2.7,9.4,0,,187,12.5,39,1021.8,,26-10-2019
5.9,3.8,8,16.1,,44,17,41,1006.3,,27-10-2019
5.9,0.3,11.5,0,,195,13.1,37,1016.3,,28-10-2019
5,1.4,8.6,2.6,,186,12,35,1017.7,,29-10-2019
1.8,-1.9,5.4,0,,,6.8,,1024.8,,30-10-2019
-0.3,-3.2,2.7,24.5,10,29,28.1,76,1009.3,,31-10-2019
-3,-4.4,-1.6,4.6,170,301,22,71,1013.3,,01-11-2019
-0.3,-2.8,2.2,5,100,175,15.7,,1014.1,,02-11-2019
-1.3,-3.5,2,0,120,252,10.3,,1014.7,,03-11-2019
0.2,-2.9,3.3,6.4,130,173,15.6,46,1012.6,,04-11-2019
-1.4,-6.1,3.3,0.2,70,251,12.9,59,1015.2,,05-11-2019
-4.9,-8.1,-1.6,0.8,60,248,14.6,41,1022.5,,06-11-2019
-7.2,-11,-5,0.4,60,329,10.9,32,,,07-11-2019
-8.9,-12.5,-5.2,0,60,270,10.9,,1026.3,,08-11-2019
-3.6,-7.1,-0.1,5.4,70,196,19.7,48,1012.4,,09-11-2019
-6.4,-12.2,-0.6,1,100,335,13.9,32,1013.9,,10-11-2019
-12.5,-15.1,-10.7,0.4,100,24,16.4,,1026.1,,11-11-2019
-15.1,-17.1,-13.1,0.7,180,344,16.7,37,1024.5,,12-11-2019
-12.5,-18.1,-6.8,2.4,110,121,15.6,35,1025.6,,13-11-2019
-4.3,-6.8,-1.8,3.7,220,206,15.6,37,1016.2,,14-11-2019
-9,-16,-1.9,0.2,240,302,19.7,63,1021.8,,15-11-2019
-13,-19.4,-6.5,0,220,131,11.4,,1035.7,,16-11-2019
-6.4,-10.9,-1.9,0,210,141,17.4,33,1022.7,,17-11-2019
-1.3,-3.6,1.1,0,150,118,12.3,,1011.4,,18-11-2019
0.2,-1.5,1.9,0,180,,6.1,,1010.8,,19-11-2019
0.9,-0.6,2.4,0,120,,6,,1019.1,,20-11-2019
1.7,0.2,3.2,10,80,169,20.2,54,1010.5,,21-11-2019
-4.1,-9.1,1,2.2,50,296,21.7,59,1010,,22-11-2019
-1.8,-4.9,1.4,0,40,212,20.5,46,1006.4,,23-11-2019
-0.7,-4,2.6,0,30,217,11.9,35,997.7,,24-11-2019
2,-0.4,4.4,12.8,10,208,10.5,32,1002.5,,25-11-2019
1.8,-0.7,4.3,1.4,10,259,13.7,41,1009.8,,26-11-2019
-1.4,-3,0.2,21.6,20,56,34.9,68,1006,,27-11-2019
-4.8,-6.6,-3,0,280,8,28.1,63,1027,,28-11-2019
-8.8,-11,-6.5,0,280,36,15.7,42,1031.4,,29-11-2019
-11.2,-13,-8.7,0,280,47,23.5,50,1024.9,,30-11-2019
-10.2,-13,-7.3,0,280,53,30.9,54,1012.7,,01-12-2019
-8.2,-11,-3,0,270,28,21.9,45,1014.8,,02-12-2019
-7.9,-15,-3,2.6,220,171,7.6,,1005.2,,03-12-2019
-5.5,-9.9,-1.1,3.5,250,275,11.5,37,995.4,,04-12-2019
-8.4,-10.7,-6.1,0,240,300,14.7,41,1010.9,,05-12-2019
-10.3,-13.5,-7,0.4,230,,8.5,41,1019.1,,06-12-2019
-9.3,-17.1,-1.5,0,260,221,13.7,54,1026.8,,07-12-2019
0.8,-1.6,3.1,0.2,260,202,28.6,65,1012.4,,08-12-2019
-6.8,-14.5,1,3,220,26,23.5,46,1002.7,,09-12-2019
-17.6,-20.5,-14.6,1.6,220,293,14.2,37,1011,,10-12-2019
-13.7,-16.7,-10.6,1.2,250,222,16.2,45,1020.2,,11-12-2019
-10.8,-15.9,-5.6,5.4,250,176,12.6,37,1029.2,,12-12-2019
-2.9,-5.6,-0.1,0.9,210,148,17.2,,1016.1,,13-12-2019
-6.6,-12.5,-0.7,0,220,39,14.5,46,1003,,14-12-2019
-14.8,-17.5,-12,0,250,296,17.8,45,1011.2,,15-12-2019
-10.1,-16.9,-3.2,0,250,221,12.3,37,1019.7,,16-12-2019
-9.6,-13.6,-5.6,0.3,250,232,10.7,41,1012.5,,17-12-2019
-20.2,-26.9,-13.5,0,260,333,16.9,37,1017.2,,18-12-2019
-21.6,-27.7,-15.5,0.8,260,47,9.6,,1029.7,,19-12-2019
-16.3,-20.9,-11.6,0,260,71,12.4,,1039,,20-12-2019
-7.4,-14.6,-0.2,0,260,147,20,35,1026.9,,21-12-2019
0.1,-3,3,0,250,219,15.9,37,1016.7,,22-12-2019
-1.7,-6,2.7,0,200,285,19,42,1014.6,,23-12-2019
-7,-8.2,-5.8,0,220,74,13.8,33,1024.5,,24-12-2019
-5.8,-7.4,-4.1,0,220,78,15.7,,1019.3,,25-12-2019
-2.1,-5.8,1.6,0.6,220,121,19.8,48,1018.6,,26-12-2019
-0.3,-2.6,2.1,0,180,235,16.7,37,1015.3,,27-12-2019
-3.2,-6.6,0.3,0,150,244,13.9,35,1022.4,,28-12-2019
-5.3,-7.9,-2.7,2.5,150,68,19.2,46,1019.9,,29-12-2019
-2,-5.2,1.3,9.4,140,110,31.6,59,1000.5,,30-12-2019
-3,-5.2,-0.8,5,210,151,12.4,33,996.6,,31-12-2019
-4.8,-6.2,-2.7,0,330,244,13.4,33,1001.9,,01-01-2020
-1,-4.2,2.3,0,330,185,18.7,35,999.5,,02-01-2020
-0.3,-2.6,2,0,270,271,15,37,1005.7,,03-01-2020
-5.5,-8.4,-2.6,0.7,270,16,13.3,,1011.4,,04-01-2020
-9.7,-13.1,-6.3,4.4,270,18,10.6,32,1014.2,,05-01-2020
-5.7,-8.3,-3.1,5.4,330,248,14.9,41,1006.8,,06-01-2020
-5.9,-12.7,0.9,1.2,360,210,13.6,42,1008.9,,07-01-2020
-14.5,-23,-6,0,370,315,17.6,48,1021.5,,08-01-2020
-14.7,-24.4,-5,0.8,370,119,17.7,39,1031.9,,09-01-2020
-0.9,-5,3.2,0,350,222,14.2,46,1017.8,,10-01-2020
-9.9,-17.5,-2.2,2.8,290,20,28.4,67,1020.6,,11-01-2020
